"customer_id","recency_score","frequency_score","monetary_score","rfm_segment","rfm_score"
"15809",3,4,3,"343",10
"17979",3,4,3,"343",10
"12431",3,5,5,"355",13
"17193",3,5,4,"354",12
"14412",3,3,3,"333",9
"14150",3,3,3,"333",9
"15329",3,4,4,"344",11
"13651",3,2,1,"321",6
"17084",3,3,5,"335",11
"12397",3,3,5,"335",11
"18022",3,1,3,"313",7
"15345",3,2,2,"322",7
"17930",3,4,4,"344",11
"12928",3,4,4,"344",11
"16914",3,1,1,"311",5
"15605",3,4,4,"344",11
"16841",3,5,4,"354",12
"18081",3,3,2,"332",8
"13925",3,4,3,"343",10
"16337",3,1,1,"311",5
"15521",3,5,5,"355",13
"15998",3,4,5,"345",12
"17351",3,3,3,"333",9
"16729",3,5,5,"355",13
"17078",3,2,2,"322",7
"18205",3,3,3,"333",9
"12352",3,5,5,"355",13
"12808",3,3,2,"332",8
"15651",3,3,3,"333",9
"14856",3,3,4,"334",10
"17634",3,5,5,"355",13
"13728",3,4,4,"344",11
"15612",3,2,1,"321",6
"17816",3,4,1,"341",8
"15252",3,3,3,"333",9
"17403",3,2,2,"322",7
"16409",3,4,4,"344",11
"14636",3,3,3,"333",9
"15551",3,1,2,"312",6
"17076",3,3,3,"333",9
"14098",3,1,1,"311",5
"13721",3,1,3,"313",7
"16221",3,3,3,"333",9
"14815",3,3,3,"333",9
"13168",3,4,4,"344",11
"15227",3,4,4,"344",11
"13636",3,4,4,"344",11
"13477",3,5,4,"354",12
"15065",3,4,5,"345",12
"13904",3,2,2,"322",7
"13316",3,4,5,"345",12
"16043",3,4,3,"343",10
"17800",3,5,4,"354",12
"13271",3,2,2,"322",7
"17719",3,5,5,"355",13
"17965",3,5,5,"355",13
"14528",3,1,2,"312",6
"18104",3,1,3,"313",7
"17966",3,4,4,"344",11
"16884",3,2,2,"322",7
"16367",3,3,3,"333",9
"16706",3,3,3,"333",9
"18105",3,2,1,"321",6
"15576",3,2,3,"323",8
"16308",3,4,5,"345",12
"17947",3,1,1,"311",5
"14974",3,1,1,"311",5
"12594",3,5,5,"355",13
"12830",3,5,5,"355",13
"17999",3,2,2,"322",7
"17696",3,5,5,"355",13
"13292",3,3,3,"333",9
"14995",3,2,1,"321",6
"13327",3,5,5,"355",13
"13461",3,3,4,"334",10
"16029",3,5,5,"355",13
"16150",3,5,5,"355",13
"13726",3,3,4,"334",10
"16830",3,2,2,"322",7
"14485",3,1,1,"311",5
"13032",3,3,4,"334",10
"15018",3,4,3,"343",10
"13697",3,1,1,"311",5
"12491",3,1,2,"312",6
"12552",3,2,2,"322",7
"14383",3,3,4,"334",10
"18226",3,5,5,"355",13
"16960",3,3,3,"333",9
"16648",3,2,2,"322",7
"18270",3,3,2,"332",8
"15423",3,1,1,"311",5
"17166",3,3,1,"331",7
"14345",3,2,1,"321",6
"17733",3,3,3,"333",9
"16825",3,3,3,"333",9
"15847",3,2,2,"322",7
"13186",3,4,4,"344",11
"18257",3,5,5,"355",13
"14738",3,5,4,"354",12
"16836",3,2,2,"322",7
"14808",3,5,5,"355",13
"14167",3,4,3,"343",10
"12581",3,1,1,"311",5
"15752",3,5,5,"355",13
"12588",3,1,1,"311",5
"13982",3,4,4,"344",11
"13813",3,4,4,"344",11
"15667",3,2,2,"322",7
"12571",3,3,3,"333",9
"12522",3,2,1,"321",6
"16127",3,1,3,"313",7
"13544",3,2,2,"322",7
"15360",3,1,2,"312",6
"12909",3,5,5,"355",13
"15974",3,5,5,"355",13
"17951",3,4,4,"344",11
"13145",3,4,3,"343",10
"16018",3,2,2,"322",7
"17396",3,5,5,"355",13
"13103",3,1,1,"311",5
"16969",3,3,3,"333",9
"17373",3,4,3,"343",10
"17447",3,3,3,"333",9
"14077",3,4,3,"343",10
"13607",3,1,3,"313",7
"14179",3,3,3,"333",9
"18067",3,1,2,"312",6
"17255",3,2,2,"322",7
"13566",3,3,3,"333",9
"15748",3,1,1,"311",5
"17018",3,3,3,"333",9
"15478",3,3,4,"334",10
"17372",3,5,4,"354",12
"14295",3,2,1,"321",6
"15860",3,5,4,"354",12
"15370",3,5,5,"355",13
"13278",3,1,3,"313",7
"15669",3,4,3,"343",10
"13524",3,4,3,"343",10
"16049",3,3,4,"334",10
"14158",3,1,3,"313",7
"17796",3,4,3,"343",10
"14040",3,5,5,"355",13
"14582",3,2,1,"321",6
"15385",3,2,2,"322",7
"17609",3,4,4,"344",11
"15376",3,3,4,"334",10
"13421",3,3,4,"334",10
"16235",3,4,3,"343",10
"15865",3,3,3,"333",9
"13617",3,3,3,"333",9
"17213",3,5,5,"355",13
"15708",3,5,5,"355",13
"16190",3,1,1,"311",5
"14810",3,5,4,"354",12
"15059",3,5,4,"354",12
"16601",3,1,1,"311",5
"15096",3,1,1,"311",5
"17552",3,4,3,"343",10
"18287",3,3,4,"334",10
"16843",3,5,5,"355",13
"17837",3,5,4,"354",12
"12895",3,3,2,"332",8
"14221",3,5,5,"355",13
"14218",3,1,1,"311",5
"17272",3,4,5,"345",12
"12432",3,4,5,"345",12
"14498",3,4,4,"344",11
"13812",3,3,3,"333",9
"12678",3,5,5,"355",13
"17669",3,4,5,"345",12
"17839",3,2,2,"322",7
"17418",3,2,2,"322",7
"16102",3,3,4,"334",10
"17414",3,3,3,"333",9
"15014",3,2,2,"322",7
"15288",3,4,5,"345",12
"14233",3,4,4,"344",11
"17878",3,1,2,"312",6
"14716",3,2,2,"322",7
"16690",3,3,1,"331",7
"14004",3,5,5,"355",13
"13791",3,3,4,"334",10
"17459",3,3,3,"333",9
"13416",3,3,3,"333",9
"12430",3,2,2,"322",7
"17545",3,3,3,"333",9
"15659",3,2,2,"322",7
"15469",3,4,3,"343",10
"14474",3,3,3,"333",9
"15038",3,5,3,"353",11
"16680",3,1,1,"311",5
"14752",3,1,2,"312",6
"18261",3,2,2,"322",7
"14357",3,1,1,"311",5
"16026",3,1,1,"311",5
"13538",3,5,4,"354",12
"13654",3,4,5,"345",12
"15791",3,3,4,"334",10
"17672",3,4,5,"345",12
"16847",3,1,1,"311",5
"14239",3,5,5,"355",13
"17684",3,1,1,"311",5
"15786",3,4,5,"345",12
"14764",3,2,2,"322",7
"16418",3,3,3,"333",9
"15990",3,3,3,"333",9
"16225",3,4,4,"344",11
"12879",3,4,3,"343",10
"16345",3,1,3,"313",7
"17895",3,2,1,"321",6
"15240",3,4,4,"344",11
"12456",3,4,5,"345",12
"14598",3,1,1,"311",5
"12371",3,3,4,"334",10
"16415",3,1,1,"311",5
"17175",3,4,4,"344",11
"15296",3,5,5,"355",13
"14379",3,2,2,"322",7
"16071",3,2,2,"322",7
"14690",3,3,2,"332",8
"15215",3,4,3,"343",10
"12812",3,1,1,"311",5
"15516",3,3,1,"331",7
"17712",3,1,3,"313",7
"16750",3,4,3,"343",10
"16208",3,3,3,"333",9
"17470",3,4,4,"344",11
"14754",3,3,3,"333",9
"13107",3,4,4,"344",11
"16188",3,4,4,"344",11
"15320",3,2,2,"322",7
"15821",3,3,3,"333",9
"16325",3,4,3,"343",10
"15835",3,4,3,"343",10
"12448",3,1,2,"312",6
"16454",3,3,1,"331",7
"17917",3,3,2,"332",8
"16258",3,4,5,"345",12
"15656",3,4,3,"343",10
"17024",3,3,1,"331",7
"14341",3,5,5,"355",13
"16056",3,1,3,"313",7
"16110",3,3,4,"334",10
"15158",3,1,2,"312",6
"12398",3,1,4,"314",8
"17423",3,4,3,"343",10
"13652",3,3,4,"334",10
"14001",3,4,4,"344",11
"17928",3,2,1,"321",6
"13340",3,5,5,"355",13
"13481",3,5,4,"354",12
"16708",3,1,3,"313",7
"13182",3,2,1,"321",6
"18045",3,1,1,"311",5
"13601",3,3,3,"333",9
"18147",3,2,1,"321",6
"18079",3,4,5,"345",12
"15836",3,2,1,"321",6
"15630",3,3,4,"334",10
"17004",3,3,4,"334",10
"14997",3,4,3,"343",10
"14145",3,4,5,"345",12
"14312",3,4,4,"344",11
"17344",3,1,1,"311",5
"16023",3,3,3,"333",9
"15801",3,4,4,"344",11
"16444",3,4,3,"343",10
"17186",3,2,1,"321",6
"15806",3,3,3,"333",9
"12463",3,5,4,"354",12
"12546",3,3,4,"334",10
"13176",3,1,2,"312",6
"14139",3,1,2,"312",6
"17317",3,4,5,"345",12
"13165",3,3,4,"334",10
"16728",3,4,4,"344",11
"16742",3,3,3,"333",9
"15277",3,2,2,"322",7
"15142",3,1,3,"313",7
"15592",3,1,2,"312",6
"15844",3,1,1,"311",5
"14019",3,4,4,"344",11
"14952",3,5,5,"355",13
"16491",3,1,3,"313",7
"15068",3,3,3,"333",9
"12940",3,4,3,"343",10
"18240",3,1,2,"312",6
"17111",3,1,1,"311",5
"15000",3,1,2,"312",6
"16007",3,4,4,"344",11
"16017",3,1,1,"311",5
"14504",3,4,3,"343",10
"17836",3,2,1,"321",6
"13598",3,2,1,"321",6
"14800",3,5,5,"355",13
"16686",3,5,5,"355",13
"14731",3,3,2,"332",8
"16768",3,4,3,"343",10
"16497",3,4,5,"345",12
"14147",3,3,3,"333",9
"15286",3,1,1,"311",5
"15728",3,1,1,"311",5
"14967",3,1,2,"312",6
"17361",3,3,2,"332",8
"15819",3,4,4,"344",11
"15740",3,1,1,"311",5
"16918",3,5,4,"354",12
"12403",3,2,2,"322",7
"13918",3,3,4,"334",10
"15677",3,1,3,"313",7
"12407",3,4,4,"344",11
"17940",3,5,5,"355",13
"13157",3,4,4,"344",11
"13974",3,1,2,"312",6
"13725",3,5,5,"355",13
"15321",3,4,5,"345",12
"16153",3,4,4,"344",11
"13917",3,2,2,"322",7
"17832",3,1,1,"311",5
"17007",3,4,3,"343",10
"13669",3,2,1,"321",6
"16846",3,1,1,"311",5
"15664",3,2,2,"322",7
"14638",3,1,2,"312",6
"13366",3,1,1,"311",5
"14631",3,3,4,"334",10
"17169",3,4,3,"343",10
"14261",3,3,4,"334",10
"16177",3,2,2,"322",7
"17764",3,3,3,"333",9
"18252",3,3,3,"333",9
"14585",3,1,1,"311",5
"17603",3,4,4,"344",11
"17092",3,3,4,"334",10
"18228",3,3,3,"333",9
"13761",3,3,4,"334",10
"15620",3,4,4,"344",11
"13136",3,5,5,"355",13
"15121",3,2,2,"322",7
"17125",3,1,1,"311",5
"17354",3,1,4,"314",8
"14427",3,2,2,"322",7
"15129",3,5,5,"355",13
"16394",3,5,4,"354",12
"12556",3,3,3,"333",9
"17571",3,4,4,"344",11
"13897",3,2,2,"322",7
"18149",3,3,3,"333",9
"15565",3,2,1,"321",6
"17420",3,3,3,"333",9
"13245",3,1,2,"312",6
"13519",3,2,1,"321",6
"13573",3,2,2,"322",7
"15301",3,5,5,"355",13
"16593",3,3,2,"332",8
"14495",3,2,1,"321",6
"16099",3,3,3,"333",9
"14484",3,2,2,"322",7
"16170",3,5,4,"354",12
"16260",3,2,4,"324",9
"15807",3,3,3,"333",9
"15587",3,4,3,"343",10
"14923",3,1,3,"313",7
"15754",3,4,2,"342",9
"15610",3,2,1,"321",6
"15803",3,1,2,"312",6
"14488",3,3,4,"334",10
"14229",3,4,4,"344",11
"13849",3,3,4,"334",10
"14175",3,5,5,"355",13
"13422",3,3,5,"335",11
"14107",3,5,5,"355",13
"17934",3,3,3,"333",9
"15006",3,1,2,"312",6
"16826",3,2,2,"322",7
"16470",3,4,3,"343",10
"17973",3,2,2,"322",7
"14799",3,1,1,"311",5
"16131",3,4,5,"345",12
"17148",3,1,1,"311",5
"12596",3,3,3,"333",9
"17462",3,3,3,"333",9
"14306",3,3,5,"335",11
"12370",3,4,5,"345",12
"16123",3,2,2,"322",7
"15853",3,2,1,"321",6
"12744",3,5,5,"355",13
"14257",3,4,5,"345",12
"17824",3,2,2,"322",7
"14776",3,5,5,"355",13
"13491",3,5,4,"354",12
"14273",3,4,3,"343",10
"15220",3,5,4,"354",12
"16621",3,4,3,"343",10
"15826",3,4,4,"344",11
"18019",3,1,1,"311",5
"17679",3,3,4,"334",10
"14798",3,3,1,"331",7
"12759",3,3,4,"334",10
"14381",3,1,1,"311",5
"16848",3,2,2,"322",7
"15327",3,1,1,"311",5
"16734",3,3,3,"333",9
"16730",3,4,3,"343",10
"12611",3,1,4,"314",8
"12863",3,3,3,"333",9
"16940",3,3,5,"335",11
"16140",3,4,3,"343",10
"15678",3,1,2,"312",6
"16249",3,4,4,"344",11
"15140",3,5,5,"355",13
"17262",3,4,4,"344",11
"13805",3,3,3,"333",9
"15637",3,1,1,"311",5
"12679",3,5,4,"354",12
"13594",3,1,2,"312",6
"15505",3,5,5,"355",13
"16515",3,4,4,"344",11
"15604",3,1,1,"311",5
"14639",3,5,5,"355",13
"12360",3,3,5,"335",11
"14861",3,1,1,"311",5
"14015",3,2,3,"323",8
"13637",3,3,3,"333",9
"16737",3,1,2,"312",6
"16563",3,2,4,"324",9
"17520",3,1,3,"313",7
"17244",3,2,3,"323",8
"14211",3,5,5,"355",13
"15091",3,3,2,"332",8
"13015",3,4,5,"345",12
"14830",3,1,1,"311",5
"12794",3,3,3,"333",9
"16652",3,5,5,"355",13
"12454",3,3,5,"335",11
"17734",3,3,3,"333",9
"13919",3,3,2,"332",8
"17534",3,1,1,"311",5
"16932",3,1,1,"311",5
"17206",3,1,1,"311",5
"17785",3,1,1,"311",5
"17527",3,4,4,"344",11
"12475",3,1,3,"313",7
"17612",3,5,5,"355",13
"14841",3,4,5,"345",12
"13265",3,4,5,"345",12
"13923",3,1,2,"312",6
"16363",3,2,1,"321",6
"16542",3,2,1,"321",6
"17201",3,2,2,"322",7
"13875",3,4,4,"344",11
"14443",3,5,4,"354",12
"16412",3,1,1,"311",5
"17205",3,1,2,"312",6
"15012",3,2,2,"322",7
"18042",3,1,1,"311",5
"13750",3,4,4,"344",11
"15335",3,1,1,"311",5
"16389",3,4,4,"344",11
"16206",3,4,3,"343",10
"13034",3,3,3,"333",9
"13760",3,2,2,"322",7
"16934",3,3,3,"333",9
"15440",3,3,2,"332",8
"15994",3,1,2,"312",6
"16674",3,2,2,"322",7
"15545",3,2,2,"322",7
"16052",3,1,2,"312",6
"14780",3,2,2,"322",7
"13878",3,1,4,"314",8
"13213",3,4,4,"344",11
"17892",3,3,1,"331",7
"16950",3,3,4,"334",10
"13814",3,3,4,"334",10
"17986",3,2,1,"321",6
"14937",3,4,4,"344",11
"16239",3,3,2,"332",8
"14089",3,1,1,"311",5
"13006",3,1,1,"311",5
"16413",3,2,2,"322",7
"17771",3,2,1,"321",6
"17180",3,4,3,"343",10
"16081",3,4,5,"345",12
"13035",3,3,4,"334",10
"17724",3,4,4,"344",11
"14975",3,2,2,"322",7
"13487",3,3,3,"333",9
"14555",3,2,2,"322",7
"14421",3,3,3,"333",9
"13858",3,1,1,"311",5
"15272",3,3,3,"333",9
"17181",3,2,1,"321",6
"14537",3,1,2,"312",6
"14976",3,5,3,"353",11
"12876",3,3,5,"335",11
"13911",3,5,5,"355",13
"16773",3,1,1,"311",5
"14624",3,2,1,"321",6
"16770",3,4,3,"343",10
"17279",3,1,1,"311",5
"17509",3,5,5,"355",13
"16224",3,4,4,"344",11
"16430",3,2,2,"322",7
"15606",3,5,5,"355",13
"18160",3,3,3,"333",9
"12446",3,2,4,"324",9
"12631",3,1,3,"313",7
"12612",3,3,3,"333",9
"16121",3,3,3,"333",9
"15367",3,4,4,"344",11
"16793",3,1,1,"311",5
"17614",3,1,2,"312",6
"13827",3,3,2,"332",8
"13930",3,2,2,"322",7
"13520",3,5,5,"355",13
"13865",3,4,3,"343",10
"17064",3,3,3,"333",9
"12602",3,1,1,"311",5
"12457",3,5,5,"355",13
"14775",3,3,4,"334",10
"12667",3,1,3,"313",7
"14642",3,2,1,"321",6
"14761",3,2,2,"322",7
"12908",3,4,4,"344",11
"15831",3,4,3,"343",10
"13842",3,5,5,"355",13
"13464",3,1,3,"313",7
"18171",3,5,4,"354",12
"16753",3,1,1,"311",5
"14541",3,5,4,"354",12
"12633",3,4,5,"345",12
"18277",3,2,1,"321",6
"16203",3,4,3,"343",10
"15840",3,3,2,"332",8
"15281",3,5,5,"355",13
"17913",3,2,2,"322",7
"13208",3,5,4,"354",12
"17489",3,2,2,"322",7
"17190",3,3,3,"333",9
"15421",3,4,3,"343",10
"14852",3,4,5,"345",12
"12607",3,3,5,"335",11
"13359",3,2,2,"322",7
"13517",3,4,5,"345",12
"15706",3,5,4,"354",12
"16171",3,1,1,"311",5
"12836",3,4,5,"345",12
"13627",3,4,4,"344",11
"13690",3,1,1,"311",5
"15199",3,4,4,"344",11
"12824",3,1,2,"312",6
"12772",3,2,3,"323",8
"12530",3,4,4,"344",11
"14857",3,3,4,"334",10
"16120",3,4,4,"344",11
"16086",3,4,4,"344",11
"13283",3,2,1,"321",6
"16136",3,3,3,"333",9
"14535",3,4,5,"345",12
"17863",3,4,5,"345",12
"14959",3,4,3,"343",10
"16861",3,3,1,"331",7
"17620",3,1,1,"311",5
"17589",3,4,5,"345",12
"14027",3,2,1,"321",6
"18169",3,1,1,"311",5
"15886",3,1,1,"311",5
"17025",3,3,2,"332",8
"16385",3,3,3,"333",9
"14356",3,4,3,"343",10
"16395",3,4,4,"344",11
"15193",3,1,3,"313",7
"14665",3,5,5,"355",13
"18126",3,1,1,"311",5
"16982",3,1,2,"312",6
"13473",3,3,2,"332",8
"15304",3,5,3,"353",11
"13980",3,1,1,"311",5
"17214",3,5,4,"354",12
"13666",3,3,1,"331",7
"16179",3,1,1,"311",5
"15211",3,3,3,"333",9
"15128",3,5,4,"354",12
"14451",3,3,3,"333",9
"15553",3,1,2,"312",6
"14128",3,3,3,"333",9
"17284",3,5,4,"354",12
"13373",3,3,5,"335",11
"16776",3,1,2,"312",6
"17648",3,4,4,"344",11
"14529",3,3,3,"333",9
"14201",3,5,3,"353",11
"13224",3,3,5,"335",11
"14801",3,1,1,"311",5
"16921",3,1,1,"311",5
"16685",3,2,2,"322",7
"13193",3,2,1,"321",6
"16104",3,2,2,"322",7
"16380",3,1,4,"314",8
"13260",3,1,3,"313",7
"16248",3,1,1,"311",5
"14514",3,3,4,"334",10
"16518",3,3,2,"332",8
"16595",3,1,2,"312",6
"18088",3,1,1,"311",5
"13259",3,2,2,"322",7
"15756",3,4,3,"343",10
"13419",3,1,1,"311",5
"14792",3,2,1,"321",6
"12519",3,2,2,"322",7
"12885",3,4,4,"344",11
"13689",3,2,3,"323",8
"15874",3,5,5,"355",13
"14462",3,5,4,"354",12
"14067",3,2,2,"322",7
"14844",3,4,5,"345",12
"13169",3,3,3,"333",9
"13276",3,3,3,"333",9
"12420",3,1,3,"313",7
"13763",3,3,4,"334",10
"12740",3,1,2,"312",6
"17030",3,1,1,"311",5
"12394",3,3,4,"334",10
"16354",3,2,2,"322",7
"14029",3,2,2,"322",7
"16477",3,5,5,"355",13
"15815",3,4,5,"345",12
"13806",3,2,2,"322",7
"18136",3,4,3,"343",10
"12492",3,2,2,"322",7
"16455",3,4,4,"344",11
"13876",3,2,1,"321",6
"16184",3,5,4,"354",12
"14518",3,1,1,"311",5
"12923",3,1,1,"311",5
"15416",3,4,5,"345",12
"16160",3,4,4,"344",11
"14501",3,3,2,"332",8
"13602",3,1,2,"312",6
"16875",3,5,5,"355",13
"15315",3,3,3,"333",9
"14317",3,1,3,"313",7
"16316",3,5,5,"355",13
"14819",3,2,2,"322",7
"13348",3,1,1,"311",5
"14557",3,3,4,"334",10
"13504",3,2,2,"322",7
"15841",3,4,4,"344",11
"13845",3,2,2,"322",7
"13317",3,5,5,"355",13
"16895",3,1,1,"311",5
"12703",3,2,2,"322",7
"15322",3,3,3,"333",9
"17921",3,4,3,"343",10
"15766",3,2,2,"322",7
"14538",3,2,2,"322",7
"13279",3,2,1,"321",6
"16842",3,4,4,"344",11
"18194",3,3,4,"334",10
"13049",3,3,3,"333",9
"15837",3,1,2,"312",6
"16432",3,2,2,"322",7
"15937",3,1,1,"311",5
"12939",3,5,5,"355",13
"13055",3,4,4,"344",11
"16462",3,4,1,"341",8
"15306",3,3,4,"334",10
"13177",3,2,2,"322",7
"15518",3,5,4,"354",12
"13591",3,3,4,"334",10
"15300",3,1,3,"313",7
"14333",3,2,2,"322",7
"16909",3,2,2,"322",7
"13023",3,3,3,"333",9
"15264",3,1,2,"312",6
"13771",3,4,5,"345",12
"16059",3,4,4,"344",11
"13483",3,1,1,"311",5
"17222",3,2,2,"322",7
"15762",3,3,3,"333",9
"16040",3,3,4,"334",10
"15048",3,4,2,"342",9
"15730",3,4,4,"344",11
"18033",3,2,1,"321",6
"16758",3,1,2,"312",6
"13947",3,1,1,"311",5
"17483",3,3,2,"332",8
"15127",3,1,2,"312",6
"15244",3,3,3,"333",9
"12789",3,1,1,"311",5
"17382",3,1,1,"311",5
"14396",3,3,2,"332",8
"15757",3,3,3,"333",9
"13989",3,3,4,"334",10
"12843",3,5,4,"354",12
"16803",3,2,2,"322",7
"17647",3,1,1,"311",5
"14054",3,1,1,"311",5
"16106",3,2,1,"321",6
"17667",3,4,4,"344",11
"17957",3,2,1,"321",6
"16881",3,1,2,"312",6
"13801",3,2,2,"322",7
"12413",3,4,3,"343",10
"13364",3,2,2,"322",7
"15276",3,1,1,"311",5
"18053",3,2,2,"322",7
"15241",3,5,4,"354",12
"15739",3,1,2,"312",6
"16882",3,3,3,"333",9
"14184",3,1,2,"312",6
"13351",3,1,2,"312",6
"15181",3,4,3,"343",10
"16374",3,2,2,"322",7
"13552",3,5,5,"355",13
"15339",3,3,3,"333",9
"16556",3,5,5,"355",13
"12512",3,2,1,"321",6
"15255",3,2,3,"323",8
"13792",3,2,1,"321",6
"15228",3,4,5,"345",12
"14193",3,3,3,"333",9
"18116",3,5,4,"354",12
"14651",3,3,3,"333",9
"15930",3,1,2,"312",6
"12637",3,5,5,"355",13
"12886",3,3,4,"334",10
"13431",3,3,4,"334",10
"15299",3,5,5,"355",13
"13635",3,2,4,"324",9
"13344",3,3,5,"335",11
"13505",3,5,5,"355",13
"16183",3,2,2,"322",7
"16774",3,4,3,"343",10
"16441",3,2,2,"322",7
"15579",3,2,2,"322",7
"16667",3,3,3,"333",9
"14970",3,4,4,"344",11
"16693",3,2,2,"322",7
"15774",3,2,2,"322",7
"15164",3,3,3,"333",9
"16591",3,1,1,"311",5
"16613",3,1,3,"313",7
"17376",3,2,1,"321",6
"13095",3,1,1,"311",5
"18008",3,5,5,"355",13
"15593",3,1,1,"311",5
"12842",3,3,4,"334",10
"15185",3,2,2,"322",7
"14164",3,3,4,"334",10
"13092",3,4,3,"343",10
"13764",3,3,4,"334",10
"12694",3,3,3,"333",9
"13320",3,4,4,"344",11
"15834",3,4,5,"345",12
"13347",3,2,2,"322",7
"17506",3,2,2,"322",7
"14916",3,4,4,"344",11
"16404",3,1,2,"312",6
"12822",3,3,4,"334",10
"13972",3,2,1,"321",6
"12372",3,3,4,"334",10
"17427",3,2,1,"321",6
"17894",3,5,4,"354",12
"15030",3,3,3,"333",9
"16574",2,1,2,"212",5
"14681",2,3,3,"233",8
"12718",2,1,1,"211",4
"13741",2,4,3,"243",9
"18204",2,4,4,"244",10
"12728",2,4,3,"243",9
"13354",2,1,3,"213",6
"14409",2,4,5,"245",11
"13503",2,1,1,"211",4
"13886",2,1,1,"211",4
"15062",2,4,4,"244",10
"12458",2,3,3,"233",8
"16589",2,3,2,"232",7
"16268",2,3,3,"233",8
"14475",2,4,4,"244",10
"17572",2,4,1,"241",7
"16233",2,4,3,"243",9
"15175",2,1,1,"211",4
"18235",2,3,4,"234",9
"17905",2,4,3,"243",9
"17819",2,5,5,"255",12
"18192",2,2,4,"224",8
"16650",2,1,3,"213",6
"14305",2,4,4,"244",10
"15036",2,3,2,"232",7
"12566",2,2,2,"222",6
"17950",2,4,2,"242",8
"16321",2,5,3,"253",10
"16182",2,4,5,"245",11
"13061",2,2,2,"222",6
"12393",2,4,4,"244",10
"13134",2,4,4,"244",10
"14609",2,4,3,"243",9
"17370",2,4,2,"242",8
"16681",2,4,4,"244",10
"18265",2,3,3,"233",8
"18242",2,4,5,"245",11
"13321",2,3,3,"233",8
"17513",2,1,3,"213",6
"16493",2,4,4,"244",10
"16281",2,1,4,"214",7
"13515",2,4,3,"243",9
"14978",2,4,4,"244",10
"17783",2,2,2,"222",6
"14934",2,3,4,"234",9
"14947",2,2,2,"222",6
"13901",2,4,5,"245",11
"15348",2,1,1,"211",4
"13397",2,4,4,"244",10
"17480",2,3,3,"233",8
"15674",2,5,5,"255",12
"17061",2,5,5,"255",12
"16573",2,4,3,"243",9
"16181",2,2,2,"222",6
"12987",2,3,3,"233",8
"16629",2,2,2,"222",6
"17656",2,4,4,"244",10
"17591",2,5,5,"255",12
"13514",2,1,1,"211",4
"18278",2,1,1,"211",4
"17002",2,4,4,"244",10
"14101",2,4,5,"245",11
"13016",2,3,3,"233",8
"12579",2,3,2,"232",7
"17805",2,1,3,"213",6
"13979",2,2,3,"223",7
"14272",2,2,2,"222",6
"16266",2,5,3,"253",10
"16122",2,4,3,"243",9
"14818",2,3,3,"233",8
"13555",2,4,5,"245",11
"17788",2,3,4,"234",9
"12455",2,4,5,"245",11
"15827",2,5,4,"254",11
"15958",2,2,1,"221",5
"13434",2,3,3,"233",8
"17674",2,3,3,"233",8
"13233",2,3,3,"233",8
"16383",2,3,3,"233",8
"17172",2,2,2,"222",6
"15626",2,3,3,"233",8
"15154",2,2,2,"222",6
"16778",2,2,1,"221",5
"14473",2,2,1,"221",5
"13927",2,2,2,"222",6
"15243",2,2,2,"222",6
"12412",2,3,4,"234",9
"13639",2,2,4,"224",8
"13405",2,3,3,"233",8
"14908",2,2,2,"222",6
"17997",2,5,5,"255",12
"16468",2,1,1,"211",4
"13390",2,1,3,"213",6
"13866",2,1,1,"211",4
"12823",2,4,4,"244",10
"16603",2,3,2,"232",7
"14757",2,1,2,"212",5
"18066",2,2,2,"222",6
"17154",2,2,2,"222",6
"16594",2,1,1,"211",4
"14152",2,3,3,"233",8
"14561",2,3,4,"234",9
"15366",2,3,3,"233",8
"12348",2,4,4,"244",10
"12545",2,3,4,"234",9
"14806",2,1,1,"211",4
"15312",2,4,3,"243",9
"13787",2,2,2,"222",6
"16480",2,2,3,"223",7
"13670",2,2,2,"222",6
"15799",2,3,3,"233",8
"16342",2,4,2,"242",8
"18155",2,4,2,"242",8
"16689",2,3,3,"233",8
"16198",2,1,2,"212",5
"17498",2,2,2,"222",6
"16978",2,2,2,"222",6
"12995",2,2,1,"221",5
"12516",2,3,4,"234",9
"15549",2,4,4,"244",10
"15978",2,2,4,"224",8
"13127",2,2,2,"222",6
"16485",2,1,2,"212",5
"15475",2,1,2,"212",5
"15075",2,2,3,"223",7
"13336",2,2,3,"223",7
"16872",2,3,3,"233",8
"14014",2,1,3,"213",6
"14880",2,3,3,"233",8
"18189",2,3,4,"234",9
"17388",2,4,4,"244",10
"14652",2,2,1,"221",5
"15744",2,1,1,"211",4
"15201",2,5,4,"254",11
"12609",2,3,4,"234",9
"16715",2,2,2,"222",6
"16735",2,5,5,"255",12
"17460",2,5,3,"253",10
"14038",2,4,4,"244",10
"13220",2,4,3,"243",9
"12409",2,5,5,"255",12
"13486",2,3,4,"234",9
"12930",2,4,2,"242",8
"15067",2,3,4,"234",9
"15810",2,5,4,"254",11
"16236",2,1,2,"212",5
"12854",2,4,4,"244",10
"15603",2,1,1,"211",4
"17027",2,5,3,"253",10
"16213",2,1,1,"211",4
"16984",2,4,5,"245",11
"17079",2,2,1,"221",5
"17311",2,3,4,"234",9
"13529",2,2,2,"222",6
"14854",2,5,5,"255",12
"12425",2,2,3,"223",7
"12739",2,3,4,"234",9
"17037",2,3,4,"234",9
"12520",2,4,5,"245",11
"17731",2,4,4,"244",10
"12701",2,3,3,"233",8
"12550",2,2,4,"224",8
"16627",2,2,2,"222",6
"13959",2,3,3,"233",8
